Precinct,Denise Eagle,Jason Faulkner,Glenna Griffin,Tim Humphries,Michael Kilpatrick,Total Votes Cast,Overvotes,Undervotes,Contest Total
MIATWP-J2,36,37,28,29,44,174,0,90,264
