Precinct,YES,NO,Total Votes Cast,Overvotes,Undervotes,Contest Total
CTN 1-A1,223,106,329,0,41,370
CTN 1-A2,1,1,2,0,0,2
CTN 1-B1,47,21,68,0,1,69
CTN 1-B2,0,0,0,0,0,0
CTN 1-B3,190,98,288,0,23,311
CTN 1-C1,300,118,418,0,24,442
CTN 1-C2,19,2,21,0,0,21
CTN 1-D1,155,69,224,0,15,239
CTN 1-D2,10,12,22,0,2,24
CTN 2-A,162,72,234,0,7,241
CTN 2-B,229,107,336,0,11,347
CTN 2-C1,224,115,339,0,11,350
CTN 2-C2,28,10,38,0,1,39
CTN 3-A,258,114,372,0,28,400
CTN 3-B,244,89,333,0,23,356
CTN 3-C,176,82,258,0,14,272
